날짜,국고채3년금리,항목명,단위
2020-02-12,1.297,국고채(3년),연%
2020-02-13,1.275,국고채(3년),연%
2020-02-14,1.33,국고채(3년),연%
2020-02-17,1.32,국고채(3년),연%
2020-02-18,1.271,국고채(3년),연%
2020-02-19,1.284,국고채(3년),연%
2020-02-20,1.234,국고채(3년),연%
2020-02-21,1.182,국고채(3년),연%
2020-02-24,1.139,국고채(3년),연%
2020-02-25,1.171,국고채(3년),연%
2020-02-26,1.135,국고채(3년),연%
2020-02-27,1.194,국고채(3년),연%
2020-02-28,1.104,국고채(3년),연%
2020-03-02,1.128,국고채(3년),연%
2020-03-03,1.11,국고채(3년),연%
2020-03-04,1.029,국고채(3년),연%
2020-03-05,1.051,국고채(3년),연%
2020-03-06,1.078,국고채(3년),연%
2020-03-09,1.038,국고채(3년),연%
2020-03-10,1.082,국고채(3년),연%
2020-03-11,1.086,국고채(3년),연%
2020-03-12,1.062,국고채(3년),연%
2020-03-13,1.149,국고채(3년),연%
2020-03-16,1.099,국고채(3년),연%
2020-03-17,1.03,국고채(3년),연%
2020-03-18,1.05,국고채(3년),연%
2020-03-19,1.193,국고채(3년),연%
2020-03-20,1.107,국고채(3년),연%
2020-03-23,1.153,국고채(3년),연%
2020-03-24,1.127,국고채(3년),연%
2020-03-25,1.131,국고채(3년),연%
2020-03-26,1.067,국고채(3년),연%
2020-03-27,1.06,국고채(3년),연%
2020-03-30,1.098,국고채(3년),연%
2020-03-31,1.07,국고채(3년),연%
2020-04-01,1.092,국고채(3년),연%
2020-04-02,1.059,국고채(3년),연%
2020-04-03,1.066,국고채(3년),연%
2020-04-06,1.052,국고채(3년),연%
2020-04-07,1.047,국고채(3년),연%
2020-04-08,1.024,국고채(3년),연%
2020-04-09,0.986,국고채(3년),연%
2020-04-10,0.97,국고채(3년),연%
2020-04-13,0.996,국고채(3년),연%
2020-04-14,0.996,국고채(3년),연%
2020-04-16,0.982,국고채(3년),연%
2020-04-17,1.006,국고채(3년),연%
2020-04-20,1.013,국고채(3년),연%
2020-04-21,1.035,국고채(3년),연%
2020-04-22,1.046,국고채(3년),연%
2020-04-23,1.036,국고채(3년),연%
2020-04-24,1.018,국고채(3년),연%
2020-04-27,1.026,국고채(3년),연%
2020-04-28,1.033,국고채(3년),연%
2020-04-29,1.006,국고채(3년),연%
2020-05-04,0.975,국고채(3년),연%
2020-05-06,0.96,국고채(3년),연%
2020-05-07,0.946,국고채(3년),연%
2020-05-08,0.914,국고채(3년),연%
2020-05-11,0.926,국고채(3년),연%
2020-05-12,0.886,국고채(3년),연%
2020-05-13,0.856,국고채(3년),연%
2020-05-14,0.869,국고채(3년),연%
2020-05-15,0.874,국고채(3년),연%
2020-05-18,0.887,국고채(3년),연%
2020-05-19,0.876,국고채(3년),연%
2020-05-20,0.868,국고채(3년),연%
2020-05-21,0.856,국고채(3년),연%
2020-05-22,0.837,국고채(3년),연%
2020-05-25,0.815,국고채(3년),연%
2020-05-26,0.839,국고채(3년),연%
2020-05-27,0.863,국고채(3년),연%
2020-05-28,0.818,국고채(3년),연%
2020-05-29,0.826,국고채(3년),연%
2020-06-01,0.831,국고채(3년),연%
2020-06-02,0.851,국고채(3년),연%
2020-06-03,0.866,국고채(3년),연%
2020-06-04,0.886,국고채(3년),연%
2020-06-05,0.894,국고채(3년),연%
2020-06-08,0.902,국고채(3년),연%
2020-06-09,0.861,국고채(3년),연%
2020-06-10,0.84,국고채(3년),연%
2020-06-11,0.837,국고채(3년),연%
2020-06-12,0.841,국고채(3년),연%
2020-06-15,0.861,국고채(3년),연%
2020-06-16,0.86,국고채(3년),연%
2020-06-17,0.874,국고채(3년),연%
2020-06-18,0.842,국고채(3년),연%
2020-06-19,0.844,국고채(3년),연%
2020-06-22,0.846,국고채(3년),연%
2020-06-23,0.827,국고채(3년),연%
2020-06-24,0.819,국고채(3년),연%
2020-06-25,0.817,국고채(3년),연%
2020-06-26,0.811,국고채(3년),연%
2020-06-29,0.842,국고채(3년),연%
2020-06-30,0.842,국고채(3년),연%
2020-07-01,0.847,국고채(3년),연%
2020-07-02,0.831,국고채(3년),연%
2020-07-03,0.838,국고채(3년),연%
2020-07-06,0.854,국고채(3년),연%
2020-07-07,0.843,국고채(3년),연%
2020-07-08,0.839,국고채(3년),연%
2020-07-09,0.84,국고채(3년),연%
2020-07-10,0.849,국고채(3년),연%
2020-07-13,0.86,국고채(3년),연%
2020-07-14,0.854,국고채(3년),연%
2020-07-15,0.847,국고채(3년),연%
2020-07-16,0.829,국고채(3년),연%
2020-07-17,0.812,국고채(3년),연%
2020-07-20,0.801,국고채(3년),연%
2020-07-21,0.818,국고채(3년),연%
2020-07-22,0.81,국고채(3년),연%
2020-07-23,0.798,국고채(3년),연%
2020-07-24,0.799,국고채(3년),연%
2020-07-27,0.803,국고채(3년),연%
2020-07-28,0.813,국고채(3년),연%
2020-07-29,0.811,국고채(3년),연%
2020-07-30,0.799,국고채(3년),연%
2020-07-31,0.796,국고채(3년),연%
2020-08-03,0.799,국고채(3년),연%
2020-08-04,0.802,국고채(3년),연%
2020-08-05,0.795,국고채(3년),연%
2020-08-06,0.807,국고채(3년),연%
2020-08-07,0.81,국고채(3년),연%
2020-08-10,0.83,국고채(3년),연%
2020-08-11,0.818,국고채(3년),연%
2020-08-12,0.827,국고채(3년),연%
2020-08-13,0.815,국고채(3년),연%
2020-08-14,0.828,국고채(3년),연%
2020-08-18,0.81,국고채(3년),연%
2020-08-19,0.805,국고채(3년),연%
2020-08-20,0.813,국고채(3년),연%
2020-08-21,0.854,국고채(3년),연%
2020-08-24,0.824,국고채(3년),연%
2020-08-25,0.825,국고채(3년),연%
2020-08-26,0.835,국고채(3년),연%
2020-08-27,0.852,국고채(3년),연%
2020-08-28,0.893,국고채(3년),연%
2020-08-31,0.94,국고채(3년),연%
2020-09-01,0.977,국고채(3년),연%
2020-09-02,0.923,국고채(3년),연%
2020-09-03,0.919,국고채(3년),연%
2020-09-04,0.929,국고채(3년),연%
2020-09-07,0.973,국고채(3년),연%
2020-09-08,0.949,국고채(3년),연%
2020-09-09,0.915,국고채(3년),연%
2020-09-10,0.915,국고채(3년),연%
2020-09-11,0.926,국고채(3년),연%
2020-09-14,0.919,국고채(3년),연%
2020-09-15,0.907,국고채(3년),연%
2020-09-16,0.91,국고채(3년),연%
2020-09-17,0.914,국고채(3년),연%
2020-09-18,0.907,국고채(3년),연%
2020-09-21,0.904,국고채(3년),연%
2020-09-22,0.897,국고채(3년),연%
2020-09-23,0.883,국고채(3년),연%
2020-09-24,0.857,국고채(3년),연%
2020-09-25,0.855,국고채(3년),연%
2020-09-28,0.843,국고채(3년),연%
2020-09-29,0.846,국고채(3년),연%
2020-10-05,0.881,국고채(3년),연%
2020-10-06,0.905,국고채(3년),연%
2020-10-07,0.91,국고채(3년),연%
2020-10-08,0.907,국고채(3년),연%
2020-10-12,0.925,국고채(3년),연%
2020-10-13,0.923,국고채(3년),연%
2020-10-14,0.901,국고채(3년),연%
2020-10-15,0.877,국고채(3년),연%
2020-10-16,0.888,국고채(3년),연%
2020-10-19,0.891,국고채(3년),연%
2020-10-20,0.911,국고채(3년),연%
2020-10-21,0.934,국고채(3년),연%
2020-10-22,0.925,국고채(3년),연%
2020-10-23,0.91,국고채(3년),연%
2020-10-26,0.908,국고채(3년),연%
2020-10-27,0.917,국고채(3년),연%
2020-10-28,0.914,국고채(3년),연%
2020-10-29,0.927,국고채(3년),연%
2020-10-30,0.935,국고채(3년),연%
2020-11-02,0.971,국고채(3년),연%
2020-11-03,0.98,국고채(3년),연%
2020-11-04,0.955,국고채(3년),연%
2020-11-05,0.927,국고채(3년),연%
2020-11-06,0.943,국고채(3년),연%
2020-11-09,0.959,국고채(3년),연%
2020-11-10,0.976,국고채(3년),연%
2020-11-11,0.989,국고채(3년),연%
2020-11-12,0.969,국고채(3년),연%
2020-11-13,0.965,국고채(3년),연%
2020-11-16,0.97,국고채(3년),연%
2020-11-17,0.96,국고채(3년),연%
2020-11-18,0.949,국고채(3년),연%
2020-11-19,0.955,국고채(3년),연%
2020-11-20,0.963,국고채(3년),연%
2020-11-23,0.955,국고채(3년),연%
2020-11-24,0.963,국고채(3년),연%
2020-11-25,0.971,국고채(3년),연%
2020-11-26,0.981,국고채(3년),연%
2020-11-27,0.979,국고채(3년),연%
2020-11-30,0.983,국고채(3년),연%
2020-12-01,0.982,국고채(3년),연%
2020-12-02,0.982,국고채(3년),연%
2020-12-03,0.975,국고채(3년),연%
2020-12-04,0.966,국고채(3년),연%
2020-12-07,0.961,국고채(3년),연%
2020-12-08,0.959,국고채(3년),연%
2020-12-09,0.966,국고채(3년),연%
2020-12-10,0.973,국고채(3년),연%
2020-12-11,0.98,국고채(3년),연%
2020-12-14,0.986,국고채(3년),연%
2020-12-15,0.984,국고채(3년),연%
2020-12-16,0.989,국고채(3년),연%
2020-12-17,0.999,국고채(3년),연%
2020-12-18,0.963,국고채(3년),연%
2020-12-21,0.959,국고채(3년),연%
2020-12-22,0.945,국고채(3년),연%
2020-12-23,0.932,국고채(3년),연%
2020-12-24,0.95,국고채(3년),연%
2020-12-28,0.958,국고채(3년),연%
2020-12-29,0.973,국고채(3년),연%
2020-12-30,0.978,국고채(3년),연%
2020-12-31,0.976,국고채(3년),연%
2021-01-04,0.954,국고채(3년),연%
2021-01-05,0.936,국고채(3년),연%
2021-01-06,0.953,국고채(3년),연%
2021-01-07,0.964,국고채(3년),연%
2021-01-08,0.978,국고채(3년),연%
2021-01-11,0.969,국고채(3년),연%
2021-01-12,0.976,국고채(3년),연%
2021-01-13,0.979,국고채(3년),연%
2021-01-14,0.988,국고채(3년),연%
2021-01-15,0.973,국고채(3년),연%
2021-01-18,0.968,국고채(3년),연%
2021-01-19,0.974,국고채(3년),연%
2021-01-20,0.976,국고채(3년),연%
2021-01-21,0.971,국고채(3년),연%
2021-01-22,0.993,국고채(3년),연%
2021-01-25,1.006,국고채(3년),연%
2021-01-26,1.007,국고채(3년),연%
2021-01-27,0.982,국고채(3년),연%
2021-01-28,0.977,국고채(3년),연%
2021-01-29,0.971,국고채(3년),연%
2021-02-01,0.994,국고채(3년),연%
2021-02-02,0.98,국고채(3년),연%
2021-02-03,0.978,국고채(3년),연%
2021-02-04,0.984,국고채(3년),연%
2021-02-05,0.982,국고채(3년),연%
2021-02-08,1.001,국고채(3년),연%
2021-02-09,0.99,국고채(3년),연%
2021-02-10,0.995,국고채(3년),연%
2021-02-15,0.998,국고채(3년),연%
2021-02-16,0.984,국고채(3년),연%
2021-02-17,0.986,국고채(3년),연%
2021-02-18,0.985,국고채(3년),연%
2021-02-19,0.996,국고채(3년),연%
2021-02-22,1.02,국고채(3년),연%
2021-02-23,1.02,국고채(3년),연%
2021-02-24,1.006,국고채(3년),연%
2021-02-25,0.995,국고채(3년),연%
2021-02-26,1.02,국고채(3년),연%
2021-03-02,1.021,국고채(3년),연%
2021-03-03,1.019,국고채(3년),연%
2021-03-04,1.03,국고채(3년),연%
2021-03-05,1.066,국고채(3년),연%
2021-03-08,1.139,국고채(3년),연%
2021-03-09,1.206,국고채(3년),연%
2021-03-10,1.182,국고채(3년),연%
2021-03-11,1.179,국고채(3년),연%
2021-03-12,1.223,국고채(3년),연%
2021-03-15,1.238,국고채(3년),연%
2021-03-16,1.177,국고채(3년),연%
2021-03-17,1.177,국고채(3년),연%
2021-03-18,1.133,국고채(3년),연%
2021-03-19,1.146,국고채(3년),연%
2021-03-22,1.13,국고채(3년),연%
2021-03-23,1.132,국고채(3년),연%
2021-03-24,1.115,국고채(3년),연%
2021-03-25,1.089,국고채(3년),연%
2021-03-26,1.117,국고채(3년),연%
2021-03-29,1.119,국고채(3년),연%
2021-03-30,1.155,국고채(3년),연%
2021-03-31,1.133,국고채(3년),연%
2021-04-01,1.138,국고채(3년),연%
2021-04-02,1.151,국고채(3년),연%
2021-04-05,1.202,국고채(3년),연%
2021-04-06,1.181,국고채(3년),연%
2021-04-07,1.181,국고채(3년),연%
2021-04-08,1.152,국고채(3년),연%
2021-04-09,1.168,국고채(3년),연%
2021-04-12,1.14,국고채(3년),연%
2021-04-13,1.138,국고채(3년),연%
2021-04-14,1.102,국고채(3년),연%
2021-04-15,1.147,국고채(3년),연%
2021-04-16,1.154,국고채(3년),연%
2021-04-19,1.129,국고채(3년),연%
2021-04-20,1.134,국고채(3년),연%
2021-04-21,1.11,국고채(3년),연%
2021-04-22,1.105,국고채(3년),연%
2021-04-23,1.12,국고채(3년),연%
2021-04-26,1.119,국고채(3년),연%
2021-04-27,1.097,국고채(3년),연%
2021-04-28,1.105,국고채(3년),연%
2021-04-29,1.121,국고채(3년),연%
2021-04-30,1.141,국고채(3년),연%
2021-05-03,1.149,국고채(3년),연%
2021-05-04,1.158,국고채(3년),연%
2021-05-06,1.14,국고채(3년),연%
2021-05-07,1.137,국고채(3년),연%
2021-05-10,1.136,국고채(3년),연%
2021-05-11,1.128,국고채(3년),연%
2021-05-12,1.121,국고채(3년),연%
2021-05-13,1.123,국고채(3년),연%
2021-05-14,1.116,국고채(3년),연%
2021-05-17,1.107,국고채(3년),연%
2021-05-18,1.099,국고채(3년),연%
2021-05-20,1.103,국고채(3년),연%
2021-05-21,1.095,국고채(3년),연%
2021-05-24,1.116,국고채(3년),연%
2021-05-25,1.142,국고채(3년),연%
2021-05-26,1.161,국고채(3년),연%
2021-05-27,1.124,국고채(3년),연%
2021-05-28,1.162,국고채(3년),연%
2021-05-31,1.227,국고채(3년),연%
2021-06-01,1.213,국고채(3년),연%
2021-06-02,1.206,국고채(3년),연%
2021-06-03,1.191,국고채(3년),연%
2021-06-04,1.22,국고채(3년),연%
2021-06-07,1.201,국고채(3년),연%
2021-06-08,1.174,국고채(3년),연%
2021-06-09,1.137,국고채(3년),연%
2021-06-10,1.282,국고채(3년),연%
2021-06-11,1.276,국고채(3년),연%
2021-06-14,1.287,국고채(3년),연%
2021-06-15,1.307,국고채(3년),연%
2021-06-16,1.286,국고채(3년),연%
2021-06-17,1.327,국고채(3년),연%
2021-06-18,1.313,국고채(3년),연%
2021-06-21,1.351,국고채(3년),연%
2021-06-22,1.331,국고채(3년),연%
2021-06-23,1.338,국고채(3년),연%
2021-06-24,1.384,국고채(3년),연%
2021-06-25,1.441,국고채(3년),연%
2021-06-28,1.47,국고채(3년),연%
2021-06-29,1.459,국고채(3년),연%
2021-06-30,1.448,국고채(3년),연%
2021-07-01,1.469,국고채(3년),연%
2021-07-02,1.484,국고채(3년),연%
2021-07-05,1.462,국고채(3년),연%
2021-07-06,1.465,국고채(3년),연%
2021-07-07,1.41,국고채(3년),연%
2021-07-08,1.358,국고채(3년),연%
2021-07-09,1.375,국고채(3년),연%
2021-07-12,1.384,국고채(3년),연%
2021-07-13,1.424,국고채(3년),연%
2021-07-14,1.39,국고채(3년),연%
2021-07-15,1.497,국고채(3년),연%
2021-07-16,1.451,국고채(3년),연%
2021-07-19,1.459,국고채(3년),연%
2021-07-20,1.41,국고채(3년),연%
2021-07-21,1.383,국고채(3년),연%
2021-07-22,1.397,국고채(3년),연%
2021-07-23,1.393,국고채(3년),연%
2021-07-26,1.369,국고채(3년),연%
2021-07-27,1.38,국고채(3년),연%
2021-07-28,1.419,국고채(3년),연%
2021-07-29,1.431,국고채(3년),연%
2021-07-30,1.417,국고채(3년),연%
2021-08-02,1.435,국고채(3년),연%
2021-08-03,1.442,국고채(3년),연%
2021-08-04,1.418,국고채(3년),연%
2021-08-05,1.414,국고채(3년),연%
2021-08-06,1.433,국고채(3년),연%
2021-08-09,1.436,국고채(3년),연%
2021-08-10,1.432,국고채(3년),연%
2021-08-11,1.419,국고채(3년),연%
2021-08-12,1.413,국고채(3년),연%
2021-08-13,1.407,국고채(3년),연%
2021-08-17,1.402,국고채(3년),연%
2021-08-18,1.389,국고채(3년),연%
2021-08-19,1.36,국고채(3년),연%
2021-08-20,1.364,국고채(3년),연%
2021-08-23,1.389,국고채(3년),연%
2021-08-24,1.438,국고채(3년),연%
2021-08-25,1.435,국고채(3년),연%
2021-08-26,1.398,국고채(3년),연%
2021-08-27,1.408,국고채(3년),연%
2021-08-30,1.398,국고채(3년),연%
2021-08-31,1.395,국고채(3년),연%
2021-09-01,1.417,국고채(3년),연%
2021-09-02,1.422,국고채(3년),연%
2021-09-03,1.437,국고채(3년),연%
2021-09-06,1.459,국고채(3년),연%
2021-09-07,1.464,국고채(3년),연%
2021-09-08,1.489,국고채(3년),연%
2021-09-09,1.499,국고채(3년),연%
2021-09-10,1.501,국고채(3년),연%
2021-09-13,1.525,국고채(3년),연%
2021-09-14,1.535,국고채(3년),연%
2021-09-15,1.492,국고채(3년),연%
2021-09-16,1.51,국고채(3년),연%
2021-09-17,1.535,국고채(3년),연%
2021-09-23,1.558,국고채(3년),연%
2021-09-24,1.575,국고채(3년),연%
2021-09-27,1.566,국고채(3년),연%
2021-09-28,1.609,국고채(3년),연%
2021-09-29,1.603,국고채(3년),연%
2021-09-30,1.593,국고채(3년),연%
2021-10-01,1.633,국고채(3년),연%
2021-10-05,1.65,국고채(3년),연%
2021-10-06,1.719,국고채(3년),연%
2021-10-07,1.704,국고채(3년),연%
2021-10-08,1.701,국고채(3년),연%
2021-10-12,1.815,국고채(3년),연%
2021-10-13,1.824,국고채(3년),연%
2021-10-14,1.813,국고채(3년),연%
2021-10-15,1.795,국고채(3년),연%
2021-10-18,1.875,국고채(3년),연%
2021-10-19,1.866,국고채(3년),연%
2021-10-20,1.847,국고채(3년),연%
2021-10-21,1.836,국고채(3년),연%
2021-10-22,1.889,국고채(3년),연%
2021-10-25,1.919,국고채(3년),연%
2021-10-26,1.947,국고채(3년),연%
2021-10-27,2.044,국고채(3년),연%
2021-10-28,2.017,국고채(3년),연%
2021-10-29,2.103,국고채(3년),연%
2021-11-01,2.108,국고채(3년),연%
2021-11-02,2.038,국고채(3년),연%
2021-11-03,2.036,국고채(3년),연%
2021-11-04,2.04,국고채(3년),연%
2021-11-05,1.944,국고채(3년),연%
2021-11-08,1.906,국고채(3년),연%
2021-11-09,1.865,국고채(3년),연%
2021-11-10,1.877,국고채(3년),연%
2021-11-11,1.913,국고채(3년),연%
2021-11-12,1.968,국고채(3년),연%
2021-11-15,1.912,국고채(3년),연%
2021-11-16,1.963,국고채(3년),연%
2021-11-17,1.974,국고채(3년),연%
2021-11-18,1.953,국고채(3년),연%
2021-11-19,1.966,국고채(3년),연%
2021-11-22,2.018,국고채(3년),연%
2021-11-23,2.031,국고채(3년),연%
2021-11-24,2.013,국고채(3년),연%
2021-11-25,1.933,국고채(3년),연%
2021-11-26,1.863,국고채(3년),연%
2021-11-29,1.844,국고채(3년),연%
2021-11-30,1.799,국고채(3년),연%
2021-12-01,1.813,국고채(3년),연%
2021-12-02,1.845,국고채(3년),연%
2021-12-03,1.9,국고채(3년),연%
2021-12-06,1.865,국고채(3년),연%
2021-12-07,1.872,국고채(3년),연%
2021-12-08,1.831,국고채(3년),연%
2021-12-09,1.794,국고채(3년),연%
2021-12-10,1.805,국고채(3년),연%
2021-12-13,1.79,국고채(3년),연%
2021-12-14,1.784,국고채(3년),연%
2021-12-15,1.808,국고채(3년),연%
2021-12-16,1.766,국고채(3년),연%
2021-12-17,1.767,국고채(3년),연%
2021-12-20,1.74,국고채(3년),연%
2021-12-21,1.72,국고채(3년),연%
2021-12-22,1.757,국고채(3년),연%
2021-12-23,1.805,국고채(3년),연%
2021-12-24,1.798,국고채(3년),연%
2021-12-27,1.776,국고채(3년),연%
2021-12-28,1.786,국고채(3년),연%
2021-12-29,1.783,국고채(3년),연%
2021-12-30,1.799,국고채(3년),연%
2021-12-31,1.798,국고채(3년),연%
2022-01-03,1.855,국고채(3년),연%
2022-01-04,1.868,국고채(3년),연%
2022-01-05,1.913,국고채(3년),연%
2022-01-06,2.013,국고채(3년),연%
2022-01-07,2.015,국고채(3년),연%
2022-01-10,2.058,국고채(3년),연%
2022-01-11,2.038,국고채(3년),연%
2022-01-12,1.998,국고채(3년),연%
2022-01-13,1.953,국고채(3년),연%
2022-01-14,2.044,국고채(3년),연%
2022-01-17,2.148,국고채(3년),연%
2022-01-18,2.127,국고채(3년),연%
2022-01-19,2.073,국고채(3년),연%
2022-01-20,2.119,국고채(3년),연%
2022-01-21,2.132,국고채(3년),연%
2022-01-24,2.112,국고채(3년),연%
2022-01-25,2.174,국고채(3년),연%
2022-01-26,2.156,국고채(3년),연%
2022-01-27,2.217,국고채(3년),연%
2022-01-28,2.189,국고채(3년),연%
2022-02-03,2.158,국고채(3년),연%
2022-02-04,2.194,국고채(3년),연%
2022-02-07,2.237,국고채(3년),연%
2022-02-08,2.303,국고채(3년),연%
2022-02-09,2.279,국고채(3년),연%
2022-02-10,2.264,국고채(3년),연%
2022-02-11,2.343,국고채(3년),연%
2022-02-14,2.347,국고채(3년),연%
2022-02-15,2.345,국고채(3년),연%
2022-02-16,2.325,국고채(3년),연%
2022-02-17,2.295,국고채(3년),연%
2022-02-18,2.322,국고채(3년),연%
2022-02-21,2.363,국고채(3년),연%
2022-02-22,2.327,국고채(3년),연%
2022-02-23,2.317,국고채(3년),연%
2022-02-24,2.226,국고채(3년),연%
2022-02-25,2.244,국고채(3년),연%
2022-02-28,2.242,국고채(3년),연%
2022-03-02,2.187,국고채(3년),연%
2022-03-03,2.195,국고채(3년),연%
2022-03-04,2.214,국고채(3년),연%
2022-03-07,2.288,국고채(3년),연%
2022-03-08,2.287,국고채(3년),연%
2022-03-10,2.267,국고채(3년),연%
2022-03-11,2.255,국고채(3년),연%
2022-03-14,2.283,국고채(3년),연%
2022-03-15,2.285,국고채(3년),연%
2022-03-16,2.268,국고채(3년),연%
2022-03-17,2.217,국고채(3년),연%
2022-03-18,2.231,국고채(3년),연%
2022-03-21,2.268,국고채(3년),연%
2022-03-22,2.399,국고채(3년),연%
2022-03-23,2.426,국고채(3년),연%
2022-03-24,2.455,국고채(3년),연%
2022-03-25,2.505,국고채(3년),연%
2022-03-28,2.747,국고채(3년),연%
2022-03-29,2.7,국고채(3년),연%
2022-03-30,2.615,국고채(3년),연%
2022-03-31,2.663,국고채(3년),연%
2022-04-01,2.784,국고채(3년),연%
2022-04-04,2.837,국고채(3년),연%
2022-04-05,2.879,국고채(3년),연%
2022-04-06,2.941,국고채(3년),연%
2022-04-07,2.905,국고채(3년),연%
2022-04-08,2.987,국고채(3년),연%
2022-04-11,3.186,국고채(3년),연%
2022-04-12,3.105,국고채(3년),연%
2022-04-13,3.001,국고채(3년),연%
2022-04-14,2.888,국고채(3년),연%
2022-04-15,2.944,국고채(3년),연%
2022-04-18,2.99,국고채(3년),연%
2022-04-19,2.981,국고채(3년),연%
2022-04-20,2.957,국고채(3년),연%
2022-04-21,2.927,국고채(3년),연%
2022-04-22,2.971,국고채(3년),연%
2022-04-25,2.857,국고채(3년),연%
2022-04-26,2.83,국고채(3년),연%
2022-04-27,2.899,국고채(3년),연%
2022-04-28,2.925,국고채(3년),연%
2022-04-29,2.958,국고채(3년),연%
2022-05-02,3.086,국고채(3년),연%
2022-05-03,3.139,국고채(3년),연%
2022-05-04,3.178,국고채(3년),연%
2022-05-06,3.146,국고채(3년),연%
2022-05-09,3.062,국고채(3년),연%
2022-05-10,3.046,국고채(3년),연%
2022-05-11,2.928,국고채(3년),연%
2022-05-12,2.9,국고채(3년),연%
2022-05-13,2.911,국고채(3년),연%
2022-05-16,3.046,국고채(3년),연%
2022-05-17,3.031,국고채(3년),연%
2022-05-18,3.069,국고채(3년),연%
2022-05-19,3.046,국고채(3년),연%
2022-05-20,3.011,국고채(3년),연%
2022-05-23,3.018,국고채(3년),연%
2022-05-24,2.967,국고채(3년),연%
2022-05-25,2.946,국고채(3년),연%
2022-05-26,2.955,국고채(3년),연%
2022-05-27,2.947,국고채(3년),연%
2022-05-30,2.942,국고채(3년),연%
2022-05-31,3.027,국고채(3년),연%
2022-06-02,3.125,국고채(3년),연%
2022-06-03,3.121,국고채(3년),연%
2022-06-07,3.232,국고채(3년),연%
2022-06-08,3.209,국고채(3년),연%
2022-06-09,3.171,국고채(3년),연%
2022-06-10,3.275,국고채(3년),연%
2022-06-13,3.514,국고채(3년),연%
2022-06-14,3.548,국고채(3년),연%
2022-06-15,3.666,국고채(3년),연%
2022-06-16,3.728,국고채(3년),연%
2022-06-17,3.745,국고채(3년),연%
2022-06-20,3.675,국고채(3년),연%
2022-06-21,3.663,국고채(3년),연%
2022-06-22,3.522,국고채(3년),연%
2022-06-23,3.608,국고채(3년),연%
2022-06-24,3.523,국고채(3년),연%
2022-06-27,3.568,국고채(3년),연%
2022-06-28,3.552,국고채(3년),연%
2022-06-29,3.552,국고채(3년),연%
2022-06-30,3.55,국고채(3년),연%
2022-07-01,3.439,국고채(3년),연%
2022-07-04,3.43,국고채(3년),연%
2022-07-05,3.301,국고채(3년),연%
2022-07-06,3.239,국고채(3년),연%
2022-07-07,3.262,국고채(3년),연%
2022-07-08,3.315,국고채(3년),연%
2022-07-11,3.324,국고채(3년),연%
2022-07-12,3.291,국고채(3년),연%
2022-07-13,3.211,국고채(3년),연%
2022-07-14,3.26,국고채(3년),연%
2022-07-15,3.205,국고채(3년),연%
2022-07-18,3.212,국고채(3년),연%
2022-07-19,3.192,국고채(3년),연%
2022-07-20,3.296,국고채(3년),연%
2022-07-21,3.294,국고채(3년),연%
2022-07-22,3.218,국고채(3년),연%
2022-07-25,3.153,국고채(3년),연%
2022-07-26,3.121,국고채(3년),연%
2022-07-27,3.09,국고채(3년),연%
2022-07-28,3.13,국고채(3년),연%
2022-07-29,3.009,국고채(3년),연%
2022-08-01,3.081,국고채(3년),연%
2022-08-02,3.012,국고채(3년),연%
2022-08-03,3.065,국고채(3년),연%
2022-08-04,3.114,국고채(3년),연%
2022-08-05,3.079,국고채(3년),연%
2022-08-08,3.134,국고채(3년),연%
2022-08-09,3.134,국고채(3년),연%
2022-08-10,3.154,국고채(3년),연%
2022-08-11,3.124,국고채(3년),연%
2022-08-12,3.181,국고채(3년),연%
2022-08-16,3.078,국고채(3년),연%
2022-08-17,3.087,국고채(3년),연%
2022-08-18,3.125,국고채(3년),연%
2022-08-19,3.197,국고채(3년),연%
2022-08-22,3.245,국고채(3년),연%
2022-08-23,3.281,국고채(3년),연%
2022-08-24,3.311,국고채(3년),연%
2022-08-25,3.531,국고채(3년),연%
2022-08-26,3.525,국고채(3년),연%
2022-08-29,3.653,국고채(3년),연%
2022-08-30,3.642,국고채(3년),연%
2022-08-31,3.685,국고채(3년),연%
2022-09-01,3.778,국고채(3년),연%
2022-09-02,3.678,국고채(3년),연%
2022-09-05,3.616,국고채(3년),연%
2022-09-06,3.682,국고채(3년),연%
2022-09-07,3.685,국고채(3년),연%
2022-09-08,3.543,국고채(3년),연%
2022-09-13,3.536,국고채(3년),연%
2022-09-14,3.585,국고채(3년),연%
2022-09-15,3.77,국고채(3년),연%
2022-09-16,3.767,국고채(3년),연%
2022-09-19,3.759,국고채(3년),연%
2022-09-20,3.823,국고채(3년),연%
2022-09-21,3.847,국고채(3년),연%
2022-09-22,4.104,국고채(3년),연%
2022-09-23,4.199,국고채(3년),연%
2022-09-26,4.548,국고채(3년),연%
2022-09-27,4.304,국고채(3년),연%
2022-09-28,4.338,국고채(3년),연%
2022-09-29,4.303,국고채(3년),연%
2022-09-30,4.186,국고채(3년),연%
2022-10-04,4.081,국고채(3년),연%
2022-10-05,4.157,국고채(3년),연%
2022-10-06,4.145,국고채(3년),연%
2022-10-07,4.276,국고채(3년),연%
2022-10-11,4.342,국고채(3년),연%
2022-10-12,4.107,국고채(3년),연%
2022-10-13,4.203,국고채(3년),연%
2022-10-14,4.207,국고채(3년),연%
2022-10-17,4.239,국고채(3년),연%
2022-10-18,4.242,국고채(3년),연%
