Source_Document,Topic_Label,Unstructured_Text_Content
삼성전자_사업보고서_2020.txt,재무실적_전사,"2020년 삼성전자는 코로나19로 인한 불확실성 속에서도 연결 기준 매출액 236조 8,070억 원, 영업이익 35조 9,939억 원, 당기순이익 26조 4,078억 원을 달성하며 견조한 실적을 기록했습니다."
삼성전자_사업보고서_2020.txt,재무실적_반도체(DS),"이 중 DS부문(반도체)은 연결 기준 매출액 72조 8,578억 원, 영업이익 18조 8,050억 원을 기록하여 전사 영업이익의 52.2%를 기여하는 핵심 수익원으로 작용했습니다."
삼성전자_사업보고서_2020.txt,주요사업_및_점유율_전체,"TV 부문은 15년 연속 글로벌 1위(점유율 31.9%)를 지켰고, 스마트폰은 19.6% 점유율로 1위를 유지했으며, 반도체(DRAM) 시장 점유율은 43.1%를 기록했습니다."
삼성전자_사업보고서_2020.txt,성장동력_R&D_전체,"2020년 연구개발(R&D) 비용으로 21조 2,292억 원(매출액 대비 9.0%)을 집행했으며, 반도체 부문에서는 업계 유일하게 EUV 공정을 양산에 적용하고 16GB HBM2E 'Flashbolt'를 세계 최초로 출시했습니다."
삼성전자_사업보고서_2020.txt,거시경제_리스크,"원화 대비 미 달러화(USD) 환율이 5% 상승할 경우 세전 당기순이익이 약 3,122억 원 증가하며, 시장 이자율이 1%p 상승할 경우 이자수익 증가로 인해 세전 당기순이익이 약 2,428억 원 증가하는 구조를 가졌습니다."
삼성전자_사업보고서_2021.txt,재무실적_전사,"2021년 삼성전자는 폴더블폰 흥행과 반도체 호황에 힘입어 연결 기준 매출액 279조 6,048억 원(역대 최대), 영업이익 51조 6,339억 원, 당기순이익 39조 9,074억 원을 기록했습니다."
삼성전자_사업보고서_2021.txt,재무실적_반도체(DS),"DS부문(반도체)은 매출 94조 1,586억 원, 영업이익 29조 1,993억 원을 기록하며 전사 실적 성장을 강하게 견인했습니다."
삼성전자_사업보고서_2021.txt,주요사업_및_점유율_전체,"TV 부문 점유율은 29.5%, 스마트폰 점유율은 20.0%, 반도체(DRAM) 부문 세계 시장 점유율은 43.0%를 달성하며 전 부문에서 압도적 리더십을 보였습니다."
삼성전자_사업보고서_2021.txt,성장동력_R&D_전체,"22조 5,965억 원(매출 대비 8.1%)을 R&D에 투자하였고, 반도체 부문에서 업계 최선단 14나노 EUV DDR5 D램을 양산하고 업계 최초 LPDDR5X D램을 개발하는 성과를 거두었습니다."
삼성전자_사업보고서_2021.txt,거시경제_리스크,"미 달러화(USD) 5% 상승 시 세전 당기순이익 약 2,467억 원 증가, 시장 이자율 100bp 상승 시 약 2,367억 원의 세전 당기순이익 증가 효과가 추정되었습니다."
삼성전자_사업보고서_2022.txt,재무실적_전사,"2022년 삼성전자는 하반기 거시경제 악화에도 불구하고 연결 기준 매출액 302조 2,314억 원으로 사상 처음 300조 원을 돌파했으나, 영업이익은 43조 3,766억 원으로 전년 대비 감소했습니다."
삼성전자_사업보고서_2022.txt,재무실적_반도체(DS),"DS부문(반도체)은 하반기 메모리 수요 약세의 직격탄을 맞아 연간 매출 98조 4,553억 원, 영업이익 23조 8,158억 원을 기록하며 수익성이 둔화되었습니다."
삼성전자_사업보고서_2022.txt,주요사업_및_점유율_전체,"TV 점유율 29.7%, 스마트폰 점유율 21.7%로 세트 부문 리더십을 강화했으며, 메모리(DRAM) 시장 점유율은 43.1%를 유지했습니다."
삼성전자_사업보고서_2022.txt,성장동력_R&D_전체,"연구개발비로 24조 9,292억 원(매출 대비 8.2%)을 투자했으며, 파운드리 부문에서 세계 최초로 3나노 GAA 공정 양산을 시작하고 1Tb 8세대 V낸드를 양산했습니다."
삼성전자_사업보고서_2022.txt,거시경제_리스크,"미 달러화(USD) 5% 상승 시 세전 당기순이익 약 2,540억 원 증가, 시장 이자율 100bp 상승 시 약 2,635억 원의 세전 당기순이익 증가 효과가 예상되었습니다."
삼성전자_사업보고서_2023.txt,재무실적_전사,"2023년 글로벌 경기 침체 및 반도체 다운턴의 영향으로 연결 기준 매출액 258조 9,355억 원, 영업이익은 6조 5,670억 원으로 급감하며 매우 어려운 한 해를 보냈습니다."
삼성전자_사업보고서_2023.txt,재무실적_반도체(DS),"DS부문(반도체)은 고객사 재고 조정과 수요 부진으로 매출 66조 5,945억 원으로 축소되었고, 무려 14조 8,795억 원의 대규모 영업손실(적자)을 기록했습니다."
삼성전자_사업보고서_2023.txt,주요사업_및_점유율_전체,"TV(30.1%)와 스마트폰(19.7%) 부문은 견조한 점유율을 방어했으며, DRAM 시장 점유율은 42.2%를 기록하며 선단 제품 판매 확대에 주력했습니다."
삼성전자_사업보고서_2023.txt,성장동력_R&D_전체,"실적 악화 속에서도 미래 준비를 위해 역대 최대인 28조 3,528억 원(매출 대비 10.9%)을 R&D에 쏟아부었으며, 초고성능 HBM3E '샤인볼트'를 공개하는 등 AI 시대에 대비했습니다."
삼성전자_사업보고서_2023.txt,거시경제_리스크,"미 달러화(USD) 5% 상승 시 세전 당기순이익 약 1,770억 원 증가, 시장 이자율 100bp 상승 시 약 2,510억 원의 세전 당기순이익 증가 효과가 추정되었습니다."
삼성전자_사업보고서_2024.txt,재무실적_전사,"2024년 AI 메모리 수요 폭발에 힘입어 실적이 V자 반등하며 연결 기준 매출액 300조 8,709억 원, 영업이익 32조 7,260억 원, 당기순이익 34조 4,514억 원을 기록했습니다."
삼성전자_사업보고서_2024.txt,재무실적_반도체(DS),"DS부문(반도체)은 HBM 및 서버향 DRAM 강세로 매출 111조 660억 원(역대 최대)을 달성하고, 영업이익 15조 945억 원을 내며 성공적으로 흑자 전환했습니다."
삼성전자_사업보고서_2024.txt,주요사업_및_점유율_전체,"TV 부문은 19년 연속 글로벌 1위(28.3%), 스마트폰 18.3%, 반도체(DRAM) 41.5%의 점유율을 확보하며 토털 IT 솔루션 기업의 입지를 공고히 했습니다."
